pair_id,workload,source_corpus,source_pair_id,original_label,author_label,metadata
code-0223,code,sodd,SODD_train:340414,0,0,{}
code-0224,code,sodd,SODD_train:348419,1,0,{}
code-0225,code,sodd,SODD_train:673722,0,0,{}
code-0226,code,sodd,SODD_train:116343,1,1,{}
code-0227,code,sodd,SODD_train:1863839,1,0,{}
code-0228,code,sodd,SODD_train:31165,0,0,{}
code-0229,code,sodd,SODD_train:743349,0,0,{}
code-0230,code,sodd,SODD_train:1623648,1,0,{}
code-0231,code,sodd,SODD_train:1365113,1,1,{}
code-0232,code,sodd,SODD_train:1193384,1,1,{}
code-0233,code,sodd,SODD_train:1106247,0,0,{}
code-0234,code,sodd,SODD_train:1117599,1,1,{}
code-0235,code,sodd,SODD_train:1287909,1,1,{}
code-0236,code,sodd,SODD_train:1717195,1,0,{}
code-0237,code,sodd,SODD_train:1152302,0,0,{}
code-0238,code,sodd,SODD_train:438244,0,0,{}
code-0239,code,sodd,SODD_train:318853,0,0,{}
code-0240,code,sodd,SODD_train:117832,1,1,{}
code-0241,code,sodd,SODD_train:963809,1,1,{}
code-0242,code,sodd,SODD_train:13170,0,0,{}
code-0243,code,sodd,SODD_train:273231,1,0,{}
code-0244,code,sodd,SODD_train:1901578,1,0,{}
code-0245,code,sodd,SODD_train:137256,0,0,{}
code-0246,code,sodd,SODD_train:1879271,0,0,{}
code-0247,code,sodd,SODD_train:1259499,0,0,{}
code-0248,code,sodd,SODD_train:129528,1,1,{}
code-0249,code,sodd,SODD_train:1064881,0,0,{}
code-0250,code,sodd,SODD_train:1229160,0,0,{}
code-0251,code,sodd,SODD_dev:92356,1,0,{}
code-0252,code,sodd,SODD_train:1396873,1,0,{}
code-0253,code,sodd,SODD_train:649826,0,0,{}
code-0254,code,sodd,SODD_train:626230,1,0,{}
code-0255,code,sodd,SODD_train:958653,1,0,{}
code-0256,code,sodd,SODD_train:1580363,0,0,{}
code-0257,code,sodd,SODD_train:1274658,0,0,{}
code-0258,code,sodd,SODD_train:257149,0,0,{}
code-0259,code,sodd,SODD_train:326363,1,1,{}
code-0260,code,sodd,SODD_train:1697656,1,0,{}
code-0261,code,sodd,SODD_train:1573353,1,1,{}
code-0262,code,sodd,SODD_train:666970,0,0,{}
code-0263,code,sodd,SODD_train:1563825,0,0,{}
code-0264,code,sodd,SODD_train:1649772,1,0,{}
code-0265,code,sodd,SODD_train:1090735,1,1,{}
code-0266,code,sodd,SODD_train:1171307,1,0,{}
code-0267,code,sodd,SODD_train:1557610,0,0,{}
code-0268,code,sodd,SODD_train:721593,0,0,{}
code-0269,code,sodd,SODD_dev:17460,0,0,{}
code-0270,code,sodd,SODD_train:1720597,1,0,{}
code-0271,code,sodd,SODD_train:1507374,0,0,{}
code-0272,code,sodd,SODD_train:573461,1,1,{}
code-0273,code,sodd,SODD_train:1288957,1,0,{}
code-0274,code,sodd,SODD_train:22429,1,0,{}
code-0275,code,sodd,SODD_train:1272322,0,0,{}
code-0276,code,sodd,SODD_train:1762855,1,0,{}
code-0277,code,sodd,SODD_train:91979,0,0,{}
code-0278,code,sodd,SODD_train:728101,0,0,{}
code-0279,code,sodd,SODD_train:888140,0,0,{}
code-0280,code,sodd,SODD_train:1933367,0,0,{}
code-0281,code,sodd,SODD_train:1711772,0,0,{}
code-0282,code,sodd,SODD_train:1408657,1,1,{}
code-0283,code,sodd,SODD_train:523256,0,0,{}
code-0284,code,sodd,SODD_train:314096,1,1,{}
code-0285,code,sodd,SODD_train:1355392,1,1,{}
code-0286,code,sodd,SODD_train:187819,1,0,{}
code-0287,code,sodd,SODD_train:1602631,0,0,{}
code-0288,code,sodd,SODD_train:839052,0,0,{}
code-0289,code,sodd,SODD_train:1846747,1,0,{}
code-0290,code,sodd,SODD_train:183014,0,0,{}
code-0291,code,sodd,SODD_train:495957,0,0,{}
code-0292,code,sodd,SODD_train:292126,0,0,{}
code-0293,code,sodd,SODD_train:374717,1,1,{}
code-0294,code,sodd,SODD_train:610329,0,0,{}
code-0295,code,sodd,SODD_train:18803,0,0,{}
code-0296,code,sodd,SODD_train:791204,0,0,{}
code-0297,code,sodd,SODD_train:812312,1,1,{}
code-0298,code,sodd,SODD_train:1755186,1,1,{}
code-0299,code,sodd,SODD_train:84620,0,0,{}
chat-0000,chat,twitter-pit2015,dev:4705,0,0,{}
chat-0001,chat,twitter-pit2015,train:9379,0,0,{}
chat-0002,chat,twitter-pit2015,train:6329,1,0,{}
chat-0003,chat,twitter-pit2015,train:7024,1,1,{}
chat-0004,chat,twitter-pit2015,train:4484,0,1,{}
chat-0005,chat,twitter-pit2015,dev:4195,1,0,{}
chat-0006,chat,twitter-pit2015,train:12927,0,0,{}
chat-0007,chat,twitter-pit2015,dev:3378,0,0,{}
chat-0008,chat,twitter-pit2015,train:5935,0,0,{}
chat-0009,chat,twitter-pit2015,train:886,1,1,{}
chat-0010,chat,twitter-pit2015,dev:1946,0,0,{}
chat-0011,chat,twitter-pit2015,dev:4572,1,0,{}
chat-0012,chat,twitter-pit2015,train:7426,0,0,{}
chat-0013,chat,twitter-pit2015,train:3263,0,1,{}
chat-0014,chat,twitter-pit2015,dev:3139,0,0,{}
chat-0015,chat,twitter-pit2015,train:8654,1,1,{}
chat-0016,chat,twitter-pit2015,dev:1510,0,0,{}
chat-0017,chat,twitter-pit2015,dev:258,1,1,{}
chat-0018,chat,twitter-pit2015,dev:607,0,0,{}
chat-0019,chat,twitter-pit2015,dev:3273,1,1,{}
chat-0020,chat,twitter-pit2015,train:1346,1,1,{}
chat-0021,chat,twitter-pit2015,train:1641,1,0,{}
chat-0022,chat,twitter-pit2015,train:659,1,0,{}
chat-0023,chat,twitter-pit2015,train:3954,0,0,{}
chat-0024,chat,twitter-pit2015,train:9231,1,1,{}
chat-0025,chat,twitter-pit2015,train:2197,1,1,{}
chat-0026,chat,twitter-pit2015,dev:4641,0,0,{}
chat-0027,chat,twitter-pit2015,dev:2476,0,0,{}
chat-0028,chat,twitter-pit2015,train:211,1,1,{}
chat-0029,chat,twitter-pit2015,train:1638,1,1,{}
chat-0030,chat,twitter-pit2015,dev:3201,1,1,{}
chat-0031,chat,twitter-pit2015,train:10894,1,1,{}
chat-0032,chat,twitter-pit2015,train:7386,1,1,{}
chat-0033,chat,twitter-pit2015,dev:3514,0,0,{}
chat-0034,chat,twitter-pit2015,train:4494,1,1,{}
chat-0035,chat,twitter-pit2015,train:10165,1,1,{}
chat-0036,chat,twitter-pit2015,train:7961,0,0,{}
chat-0037,chat,twitter-pit2015,dev:1835,1,1,{}
chat-0038,chat,twitter-pit2015,dev:3738,0,0,{}
chat-0039,chat,twitter-pit2015,train:2882,0,0,{}
chat-0040,chat,twitter-pit2015,train:2319,0,1,{}
chat-0041,chat,twitter-pit2015,train:2806,1,1,{}
chat-0042,chat,twitter-pit2015,train:12989,1,1,{}
chat-0043,chat,twitter-pit2015,train:3607,0,0,{}
chat-0044,chat,twitter-pit2015,dev:4339,0,0,{}
chat-0045,chat,twitter-pit2015,dev:3829,1,1,{}
chat-0046,chat,twitter-pit2015,train:12777,1,1,{}
chat-0047,chat,twitter-pit2015,train:889,0,0,{}
chat-0048,chat,twitter-pit2015,dev:3811,0,0,{}
chat-0049,chat,twitter-pit2015,train:6000,0,0,{}
chat-0050,chat,twitter-pit2015,dev:2560,1,0,{}
chat-0051,chat,twitter-pit2015,dev:4021,1,1,{}
chat-0052,chat,twitter-pit2015,dev:1761,1,0,{}
chat-0053,chat,twitter-pit2015,train:11193,1,0,{}
chat-0054,chat,twitter-pit2015,train:12036,0,0,{}
chat-0055,chat,twitter-pit2015,train:6700,0,1,{}
chat-0056,chat,twitter-pit2015,dev:2446,0,0,{}
chat-0057,chat,twitter-pit2015,train:11668,1,1,{}
chat-0058,chat,twitter-pit2015,train:9071,0,0,{}
chat-0059,chat,twitter-pit2015,train:5207,1,0,{}
chat-0060,chat,twitter-pit2015,train:3819,1,1,{}
chat-0061,chat,twitter-pit2015,train:729,0,0,{}
chat-0062,chat,twitter-pit2015,train:10769,1,0,{}
chat-0063,chat,twitter-pit2015,train:8883,0,1,{}
chat-0064,chat,twitter-pit2015,train:1111,1,1,{}
chat-0065,chat,twitter-pit2015,train:6434,0,0,{}
chat-0066,chat,twitter-pit2015,train:7464,0,0,{}
chat-0067,chat,twitter-pit2015,train:3758,1,1,{}
chat-0068,chat,twitter-pit2015,train:4101,1,0,{}
chat-0069,chat,twitter-pit2015,train:1817,1,0,{}
chat-0070,chat,twitter-pit2015,train:5299,1,0,{}
chat-0071,chat,twitter-pit2015,train:2914,1,1,{}
chat-0072,chat,twitter-pit2015,train:11829,1,1,{}
chat-0073,chat,twitter-pit2015,train:3823,1,1,{}
chat-0074,chat,twitter-pit2015,dev:1129,0,0,{}
chat-0075,chat,twitter-pit2015,train:852,0,0,{}
chat-0076,chat,twitter-pit2015,dev:697,1,1,{}
chat-0077,chat,twitter-pit2015,train:10139,1,1,{}
chat-0078,chat,twitter-pit2015,train:4924,0,1,{}
chat-0079,chat,twitter-pit2015,train:3061,0,0,{}
chat-0080,chat,twitter-pit2015,train:10579,0,0,{}
chat-0081,chat,twitter-pit2015,train:11924,0,0,{}
chat-0082,chat,twitter-pit2015,train:1370,0,0,{}
chat-0083,chat,twitter-pit2015,dev:3277,1,1,{}
chat-0084,chat,twitter-pit2015,train:11565,1,1,{}
chat-0085,chat,twitter-pit2015,dev:4546,1,0,{}
chat-0086,chat,twitter-pit2015,dev:1524,0,0,{}
chat-0087,chat,twitter-pit2015,train:1886,0,0,{}
chat-0088,chat,twitter-pit2015,train:6057,0,0,{}
chat-0089,chat,twitter-pit2015,train:381,1,1,{}
chat-0090,chat,twitter-pit2015,train:2127,0,0,{}
chat-0091,chat,twitter-pit2015,train:1416,1,1,{}
chat-0092,chat,twitter-pit2015,train:12290,0,0,{}
chat-0093,chat,twitter-pit2015,dev:3533,0,0,{}
chat-0094,chat,twitter-pit2015,train:6037,0,1,{}
chat-0095,chat,twitter-pit2015,train:8812,0,0,{}
chat-0096,chat,twitter-pit2015,train:10117,1,1,{}
chat-0097,chat,twitter-pit2015,dev:3275,1,0,{}
chat-0098,chat,twitter-pit2015,train:12885,1,1,{}
chat-0099,chat,twitter-pit2015,train:1252,0,1,{}
chat-0100,chat,twitter-pit2015,train:11876,1,0,{}
chat-0101,chat,twitter-pit2015,train:4776,0,0,{}
chat-0102,chat,twitter-pit2015,dev:3986,0,1,{}
chat-0103,chat,twitter-pit2015,train:12711,0,0,{}
chat-0104,chat,twitter-pit2015,train:11627,1,1,{}
chat-0105,chat,twitter-pit2015,train:693,1,1,{}
chat-0106,chat,twitter-pit2015,train:11998,1,1,{}
chat-0107,chat,twitter-pit2015,train:5638,1,0,{}
chat-0108,chat,twitter-pit2015,train:1400,0,0,{}
chat-0109,chat,twitter-pit2015,train:1399,0,0,{}
chat-0110,chat,twitter-pit2015,train:2563,0,0,{}
chat-0111,chat,twitter-pit2015,train:9230,1,1,{}
chat-0112,chat,twitter-pit2015,dev:3009,0,0,{}
chat-0113,chat,twitter-pit2015,train:4022,0,0,{}
chat-0114,chat,twitter-pit2015,train:10005,0,0,{}
chat-0115,chat,twitter-pit2015,train:7388,0,0,{}
chat-0116,chat,twitter-pit2015,train:5641,0,1,{}
chat-0117,chat,twitter-pit2015,train:5116,1,0,{}
chat-0118,chat,twitter-pit2015,train:10553,0,0,{}
chat-0119,chat,twitter-pit2015,train:5335,1,0,{}
chat-0120,chat,twitter-pit2015,train:5772,0,0,{}
chat-0121,chat,twitter-pit2015,train:10185,1,1,{}
chat-0122,chat,twitter-pit2015,dev:2959,1,1,{}
chat-0123,chat,twitter-pit2015,dev:4257,0,1,{}
chat-0124,chat,twitter-pit2015,dev:67,1,1,{}
chat-0125,chat,twitter-pit2015,dev:2855,1,1,{}
chat-0126,chat,twitter-pit2015,train:1646,1,1,{}
chat-0127,chat,twitter-pit2015,train:8577,1,0,{}
chat-0128,chat,twitter-pit2015,train:7800,0,0,{}
chat-0129,chat,twitter-pit2015,train:6536,0,0,{}
chat-0130,chat,twitter-pit2015,train:5659,1,1,{}
chat-0131,chat,twitter-pit2015,train:12304,0,0,{}
chat-0132,chat,twitter-pit2015,dev:55,0,0,{}
chat-0133,chat,twitter-pit2015,dev:2911,1,1,{}
chat-0134,chat,twitter-pit2015,train:6010,1,1,{}
chat-0135,chat,twitter-pit2015,train:11266,1,1,{}
chat-0136,chat,twitter-pit2015,dev:4617,1,1,{}
chat-0137,chat,twitter-pit2015,train:5796,1,0,{}
chat-0138,chat,twitter-pit2015,dev:4504,0,1,{}
chat-0139,chat,twitter-pit2015,dev:62,1,1,{}
chat-0140,chat,twitter-pit2015,train:4922,0,1,{}
chat-0141,chat,twitter-pit2015,train:9295,1,1,{}
chat-0142,chat,twitter-pit2015,train:5808,1,1,{}
chat-0143,chat,twitter-pit2015,train:2529,1,1,{}
chat-0144,chat,twitter-pit2015,train:7341,0,0,{}
chat-0145,chat,twitter-pit2015,train:471,1,1,{}
chat-0146,chat,twitter-pit2015,dev:4593,0,0,{}
chat-0147,chat,twitter-pit2015,dev:1225,1,1,{}
chat-0148,chat,twitter-pit2015,dev:2346,0,1,{}
chat-0149,chat,twitter-pit2015,train:2968,1,1,{}
chat-0150,chat,twitter-pit2015,train:10394,0,1,{}
chat-0151,chat,twitter-pit2015,train:2737,1,0,{}
chat-0152,chat,twitter-pit2015,dev:3814,1,1,{}
chat-0153,chat,twitter-pit2015,dev:767,0,0,{}
chat-0154,chat,twitter-pit2015,dev:1315,0,0,{}
chat-0155,chat,twitter-pit2015,train:12113,1,1,{}
chat-0156,chat,twitter-pit2015,train:11348,0,0,{}
chat-0157,chat,twitter-pit2015,dev:66,1,1,{}
chat-0158,chat,twitter-pit2015,train:5535,0,0,{}
chat-0159,chat,twitter-pit2015,train:5952,1,1,{}
chat-0160,chat,twitter-pit2015,train:1365,0,0,{}
chat-0161,chat,twitter-pit2015,train:2645,0,1,{}
chat-0162,chat,twitter-pit2015,dev:3964,1,1,{}
chat-0163,chat,twitter-pit2015,train:4153,0,0,{}
chat-0164,chat,twitter-pit2015,dev:4663,1,1,{}
chat-0165,chat,twitter-pit2015,train:2202,0,1,{}
chat-0166,chat,twitter-pit2015,train:2680,1,0,{}
chat-0167,chat,twitter-pit2015,dev:1455,1,1,{}
chat-0168,chat,twitter-pit2015,train:4346,1,0,{}
chat-0169,chat,twitter-pit2015,dev:2312,1,0,{}
chat-0170,chat,twitter-pit2015,train:10412,1,1,{}
chat-0171,chat,twitter-pit2015,train:11904,0,1,{}
chat-0172,chat,twitter-pit2015,dev:143,0,1,{}
chat-0173,chat,twitter-pit2015,train:12850,0,0,{}
chat-0174,chat,twitter-pit2015,train:10995,1,1,{}
chat-0175,chat,twitter-pit2015,train:1881,0,0,{}
chat-0176,chat,twitter-pit2015,dev:531,1,1,{}
chat-0177,chat,twitter-pit2015,train:12355,1,1,{}
chat-0178,chat,twitter-pit2015,train:10770,1,1,{}
chat-0179,chat,twitter-pit2015,dev:1189,0,0,{}
chat-0180,chat,twitter-pit2015,train:11243,0,1,{}
chat-0181,chat,twitter-pit2015,train:10796,0,1,{}
chat-0182,chat,twitter-pit2015,train:12332,0,0,{}
chat-0183,chat,twitter-pit2015,dev:953,1,0,{}
chat-0184,chat,twitter-pit2015,dev:658,0,1,{}
chat-0185,chat,twitter-pit2015,train:4454,1,0,{}
chat-0186,chat,twitter-pit2015,train:10974,1,0,{}
chat-0187,chat,twitter-pit2015,train:9668,1,1,{}
chat-0188,chat,twitter-pit2015,dev:3309,1,1,{}
chat-0189,chat,twitter-pit2015,train:10523,0,0,{}
chat-0190,chat,twitter-pit2015,train:5759,0,0,{}
chat-0191,chat,twitter-pit2015,dev:3464,0,0,{}
chat-0192,chat,twitter-pit2015,train:1436,1,1,{}
chat-0193,chat,twitter-pit2015,train:7644,1,1,{}
chat-0194,chat,twitter-pit2015,dev:1061,1,1,{}
chat-0195,chat,twitter-pit2015,train:7235,1,1,{}
chat-0196,chat,twitter-pit2015,dev:156,0,0,{}
chat-0197,chat,twitter-pit2015,train:4080,1,0,{}
chat-0198,chat,twitter-pit2015,train:7387,1,1,{}
chat-0199,chat,twitter-pit2015,train:4026,0,0,{}
chat-0200,chat,twitter-pit2015,train:5076,1,1,{}
chat-0201,chat,twitter-pit2015,train:12295,0,0,{}
chat-0202,chat,twitter-pit2015,dev:4320,1,0,{}
chat-0203,chat,twitter-pit2015,train:10106,0,1,{}
chat-0204,chat,twitter-pit2015,dev:3719,0,0,{}
chat-0205,chat,twitter-pit2015,train:574,1,1,{}
chat-0206,chat,twitter-pit2015,dev:3925,1,1,{}
chat-0207,chat,twitter-pit2015,train:2306,0,0,{}
chat-0208,chat,twitter-pit2015,dev:3482,0,0,{}
chat-0209,chat,twitter-pit2015,train:3411,1,1,{}
chat-0210,chat,twitter-pit2015,train:4825,0,0,{}
chat-0211,chat,twitter-pit2015,dev:4328,1,1,{}
chat-0212,chat,twitter-pit2015,train:9950,0,0,{}
chat-0213,chat,twitter-pit2015,train:3751,1,1,{}
chat-0214,chat,twitter-pit2015,train:2814,0,0,{}
chat-0215,chat,twitter-pit2015,train:8015,0,0,{}
chat-0216,chat,twitter-pit2015,train:6531,0,0,{}
chat-0217,chat,twitter-pit2015,train:10969,1,1,{}
chat-0218,chat,twitter-pit2015,train:6868,0,1,{}
chat-0219,chat,twitter-pit2015,train:3238,0,0,{}
chat-0220,chat,twitter-pit2015,train:8622,0,0,{}
chat-0221,chat,twitter-pit2015,train:6231,1,1,{}
chat-0222,chat,twitter-pit2015,dev:1514,0,0,{}
chat-0223,chat,twitter-pit2015,train:8765,0,0,{}
chat-0224,chat,twitter-pit2015,train:163,0,0,{}
chat-0225,chat,twitter-pit2015,train:5059,1,1,{}
chat-0226,chat,twitter-pit2015,dev:178,1,1,{}
chat-0227,chat,twitter-pit2015,train:11582,1,1,{}
chat-0228,chat,twitter-pit2015,train:10648,0,0,{}
chat-0229,chat,twitter-pit2015,train:5498,0,0,{}
chat-0230,chat,twitter-pit2015,train:12672,0,0,{}
chat-0231,chat,twitter-pit2015,dev:708,0,0,{}
chat-0232,chat,twitter-pit2015,train:11225,0,1,{}
chat-0233,chat,twitter-pit2015,train:946,1,1,{}
chat-0234,chat,twitter-pit2015,train:1307,0,0,{}
chat-0235,chat,twitter-pit2015,train:6298,1,0,{}
chat-0236,chat,twitter-pit2015,train:5244,1,1,{}
chat-0237,chat,twitter-pit2015,train:11767,0,0,{}
chat-0238,chat,twitter-pit2015,train:9105,0,0,{}
chat-0239,chat,twitter-pit2015,train:8163,0,0,{}
chat-0240,chat,twitter-pit2015,train:5168,1,1,{}
chat-0241,chat,twitter-pit2015,dev:1496,0,0,{}
chat-0242,chat,twitter-pit2015,train:9097,0,0,{}
chat-0243,chat,twitter-pit2015,dev:597,0,0,{}
chat-0244,chat,twitter-pit2015,dev:4306,0,0,{}
chat-0245,chat,twitter-pit2015,dev:4463,0,0,{}
chat-0246,chat,twitter-pit2015,train:3831,1,1,{}
chat-0247,chat,twitter-pit2015,train:9,1,1,{}
chat-0248,chat,twitter-pit2015,train:6663,1,1,{}
chat-0249,chat,twitter-pit2015,train:1334,0,0,{}
chat-0250,chat,twitter-pit2015,dev:3386,0,0,{}
chat-0251,chat,twitter-pit2015,train:8072,0,0,{}
chat-0252,chat,twitter-pit2015,train:2113,1,1,{}
chat-0253,chat,twitter-pit2015,dev:1750,1,1,{}
chat-0254,chat,twitter-pit2015,dev:3674,1,1,{}
chat-0255,chat,twitter-pit2015,train:5453,0,0,{}
chat-0256,chat,twitter-pit2015,train:2751,1,0,{}
chat-0257,chat,twitter-pit2015,dev:3023,1,1,{}
chat-0258,chat,twitter-pit2015,train:8001,0,0,{}
chat-0259,chat,twitter-pit2015,train:1414,1,1,{}
chat-0260,chat,twitter-pit2015,train:12928,0,0,{}
chat-0261,chat,twitter-pit2015,train:11899,1,0,{}
chat-0262,chat,twitter-pit2015,dev:3642,1,0,{}
chat-0263,chat,twitter-pit2015,train:5304,1,0,{}
chat-0264,chat,twitter-pit2015,train:10944,0,1,{}
chat-0265,chat,twitter-pit2015,dev:4063,0,0,{}
chat-0266,chat,twitter-pit2015,dev:1244,1,1,{}
chat-0267,chat,twitter-pit2015,train:5614,0,1,{}
chat-0268,chat,twitter-pit2015,train:4736,0,0,{}
chat-0269,chat,twitter-pit2015,train:10424,1,1,{}
chat-0270,chat,twitter-pit2015,train:3972,1,1,{}
chat-0271,chat,twitter-pit2015,train:488,1,1,{}
chat-0272,chat,twitter-pit2015,dev:188,1,1,{}
chat-0273,chat,twitter-pit2015,dev:2567,0,0,{}
chat-0274,chat,twitter-pit2015,train:4782,0,0,{}
chat-0275,chat,twitter-pit2015,train:9019,1,1,{}
chat-0276,chat,twitter-pit2015,dev:1990,0,0,{}
chat-0277,chat,twitter-pit2015,train:2449,1,0,{}
chat-0278,chat,twitter-pit2015,train:10780,1,1,{}
chat-0279,chat,twitter-pit2015,train:7587,0,0,{}
chat-0280,chat,twitter-pit2015,train:10544,1,0,{}
chat-0281,chat,twitter-pit2015,dev:1124,0,0,{}
chat-0282,chat,twitter-pit2015,train:6110,0,0,{}
chat-0283,chat,twitter-pit2015,train:11513,1,1,{}
chat-0284,chat,twitter-pit2015,train:7072,0,1,{}
chat-0285,chat,twitter-pit2015,train:11888,1,1,{}
chat-0286,chat,twitter-pit2015,train:10844,0,0,{}
chat-0287,chat,twitter-pit2015,train:1507,0,0,{}
chat-0288,chat,twitter-pit2015,train:7654,1,1,{}
chat-0289,chat,twitter-pit2015,train:5980,0,0,{}
chat-0290,chat,twitter-pit2015,train:7919,0,1,{}
chat-0291,chat,twitter-pit2015,train:12455,1,1,{}
chat-0292,chat,twitter-pit2015,train:6449,0,1,{}
chat-0293,chat,twitter-pit2015,train:507,1,1,{}
chat-0294,chat,twitter-pit2015,dev:1811,1,1,{}
chat-0295,chat,twitter-pit2015,dev:3892,1,1,{}
chat-0296,chat,twitter-pit2015,train:13057,0,0,{}
chat-0297,chat,twitter-pit2015,train:5220,1,1,{}
chat-0298,chat,twitter-pit2015,train:5693,0,0,{}
chat-0299,chat,twitter-pit2015,train:2385,0,0,{}
